sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
1100,2,A,,Official Invoice Code,Char,0..1,Char Short,The identifier for an invoice that is assigned by tax authorities.,Purchase,0,Invoice,PR03d_GE10_03,/PR03a_GE10_01/PR03d_GE10_03,$.Purchase Invoice.Invoice.Official Invoice Code,PurInvci.OffclInvoiCd,,
1101,2,A,,Type Name,Name,0..1,Name Short,The descriptor that categorizes the nature of an invoice.,Purchase,0,Invoice,PR03e_GE10_04,/PR03a_GE10_01/PR03e_GE10_04,$.Purchase Invoice.Invoice.Type Name,PurInvci.TypNam,,
1102,2,A,,Date,Date,0..1,DATE,The official date recorded on an invoice which initiates the calculation period for payment due.,Purchase,0,Invoice,PR03f_GE10_05,/PR03a_GE10_01/PR03f_GE10_05,$.Purchase Invoice.Invoice.Date,PurInvci.Dt,,
1103,2,A,,Due Date,Date,0..1,DATE,The date by which payment for an invoice is required.,Purchase,0,Invoice,PR03g_GE10_06,/PR03a_GE10_01/PR03g_GE10_06,$.Purchase Invoice.Invoice.Due Date,PurInvci.DDt,,
1104,2,A,,Terms Discount Percentage,Decimal,0..1,Percent,The percentage of discount offered by a supplier when payment is made within the specified discount days.,Purchase,0,Invoice,PR03h_GE10_07,/PR03a_GE10_01/PR03h_GE10_07,$.Purchase Invoice.Invoice.Terms Discount Percentage,PurInvci.TermsDscntPerc,,
1105,2,A,,Terms Discount Days,Integer,0..1,INTEGER,The number of days from the invoice date that the customer is eligible for the discount if payment is made.,Purchase,0,Invoice,PR03i_GE10_08,/PR03a_GE10_01/PR03i_GE10_08,$.Purchase Invoice.Invoice.Terms Discount Days,PurInvci.TermsDscntDays,,
1106,2,A,,Terms Due Days,Integer,0..1,INTEGER,The standard time period in days before a customer's payment is considered overdue.,Purchase,0,Invoice,PR03j_GE10_09,/PR03a_GE10_01/PR03j_GE10_09,$.Purchase Invoice.Invoice.Terms Due Days,PurInvci.TermsDDays,,
1107,2,A,,Grouping Code,Char,0..1,Char Long,The code that aggregates related invoices for consolidated processing or organizational purposes within an ERP system.,Purchase,0,Invoice,PR03k_GE10_10,/PR03a_GE10_01/PR03k_GE10_10,$.Purchase Invoice.Invoice.Grouping Code,PurInvci.GrpCd,,
1108,2,A,,Status,Code,0..1,STATUS CODE,The current state of the invoice's lifecycle.,Purchase,0,Invoice,PR03l_GE10_11,/PR03a_GE10_01/PR03l_GE10_11,$.Purchase Invoice.Invoice.Status,PurInvci.Stat,,
1109,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for an invoice.,Purchase,0,Invoice,PR03m_GE10_12,/PR03a_GE10_01/PR03m_GE10_12,$.Purchase Invoice.Invoice.Remark,PurInvci.Remrk,,
1110,2,R,,Payment Term,,0..1,,"The reference association to the Payment Term class, which is a class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Purchase,34,Payment Term,BS13b,/PR03a_GE10_01/BS13b,$.Purchase Invoice.Invoice.Payment Term,PurInvci.PayTerm,,
1111,3,A,REF,Code,Identifier,1..1,PAYMENT TERM CODE,The unique code denoting the terms of payment.,Purchase,34,Payment Term,BS13b_01,/PR03a_GE10_01/BS13b_01,$.Purchase Invoice.Invoice.Payment Term.Code,PurInvci.PayTerm.Cd,,
1112,2,R,,Settlement Method,,0..1,,"The reference association to the Settlement Method class, which is a class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Purchase,28,Settlement Method,BS15b,/PR03a_GE10_01/BS15b,$.Purchase Invoice.Invoice.Settlement Method,PurInvci.SetlMethd,,
1113,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code describing how a transaction is settled.,Purchase,28,Settlement Method,BS15b_01,/PR03a_GE10_01/BS15b_01,$.Purchase Invoice.Invoice.Settlement Method.Code,PurInvci.SetlMethd.Cd,,
1114,2,C,,Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Purchase,0,Activities,GE01b,/PR03a_GE10_01/GE01b,$.Purchase Invoice.Invoice.Activities,PurInvci.Acts,,
1115,3,C,,(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Approved) Activity,GE02e,/PR03a_GE10_01/GE02e,$.Purchase Invoice.Invoice.Activities.(Approved) Activity,PurInvci.Acts.ApprvAct,,
1116,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Approved) Activity,GE02e_01,/PR03a_GE10_01/GE02e_01,$.Purchase Invoice.Invoice.Activities.(Approved) Activity.Date,PurInvci.Acts.ApprvAct.Dt,,
1117,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Approved) Activity,GE02e_02,/PR03a_GE10_01/GE02e_02,$.Purchase Invoice.Invoice.Activities.(Approved) Activity.Time,PurInvci.Acts.ApprvAct.Tm,,
1118,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS22e,/PR03a_GE10_01/BS22e,$.Purchase Invoice.Invoice.Activities.(Approved) Activity.User,PurInvci.Acts.ApprvAct.Usr,,
1119,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS22e_01,/PR03a_GE10_01/BS22e_01,$.Purchase Invoice.Invoice.Activities.(Approved) Activity.User.ID,PurInvci.Acts.ApprvAct.Usr.Id,,
1120,3,C,,(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Created) Activity,GE02f,/PR03a_GE10_01/GE02f,$.Purchase Invoice.Invoice.Activities.(Created) Activity,PurInvci.Acts.CrtdAct,,
1121,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Created) Activity,GE02f_01,/PR03a_GE10_01/GE02f_01,$.Purchase Invoice.Invoice.Activities.(Created) Activity.Date,PurInvci.Acts.CrtdAct.Dt,,
1122,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Created) Activity,GE02f_02,/PR03a_GE10_01/GE02f_02,$.Purchase Invoice.Invoice.Activities.(Created) Activity.Time,PurInvci.Acts.CrtdAct.Tm,,
1123,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS22f,/PR03a_GE10_01/BS22f,$.Purchase Invoice.Invoice.Activities.(Created) Activity.User,PurInvci.Acts.CrtdAct.Usr,,
1124,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS22f_01,/PR03a_GE10_01/BS22f_01,$.Purchase Invoice.Invoice.Activities.(Created) Activity.User.ID,PurInvci.Acts.CrtdAct.Usr.Id,,
1125,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Last Modified) Activity,GE02g,/PR03a_GE10_01/GE02g,$.Purchase Invoice.Invoice.Activities.(Last Modified) Activity,PurInvci.Acts.LastMdfdAct,,
1126,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Last Modified) Activity,GE02g_01,/PR03a_GE10_01/GE02g_01,$.Purchase Invoice.Invoice.Activities.(Last Modified) Activity.Date,PurInvci.Acts.LastMdfdAct.Dt,,
1127,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Last Modified) Activity,GE02g_02,/PR03a_GE10_01/GE02g_02,$.Purchase Invoice.Invoice.Activities.(Last Modified) Activity.Time,PurInvci.Acts.LastMdfdAct.Tm,,
1128,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS22g,/PR03a_GE10_01/BS22g,$.Purchase Invoice.Invoice.Activities.(Last Modified) Activity.User,PurInvci.Acts.LastMdfdAct.Usr,,
1129,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS22g_01,/PR03a_GE10_01/BS22g_01,$.Purchase Invoice.Invoice.Activities.(Last Modified) Activity.User.ID,PurInvci.Acts.LastMdfdAct.Usr.Id,,
1130,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Purchase,0,(Posted) Activity,GE02h,/PR03a_GE10_01/GE02h,$.Purchase Invoice.Invoice.Activities.(Posted) Activity,PurInvci.Acts.PstdAct,,
1131,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Purchase,0,(Posted) Activity,GE02h_01,/PR03a_GE10_01/GE02h_01,$.Purchase Invoice.Invoice.Activities.(Posted) Activity.Date,PurInvci.Acts.PstdAct.Dt,,
1132,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Purchase,0,(Posted) Activity,GE02h_02,/PR03a_GE10_01/GE02h_02,$.Purchase Invoice.Invoice.Activities.(Posted) Activity.Time,PurInvci.Acts.PstdAct.Tm,,
1133,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Purchase,10,User,BS22h,/PR03a_GE10_01/BS22h,$.Purchase Invoice.Invoice.Activities.(Posted) Activity.User,PurInvci.Acts.PstdAct.Usr,,
1134,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Purchase,10,User,BS22h_01,/PR03a_GE10_01/BS22h_01,$.Purchase Invoice.Invoice.Activities.(Posted) Activity.User.ID,PurInvci.Acts.PstdAct.Usr.Id,,
1135,2,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Transaction) Amount,GE04g,/PR03a_GE10_01/GE04g,$.Purchase Invoice.Invoice.(Transaction) Amount,PurInvci.TrnscAmt,,
1136,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Transaction) Amount,GE04g_01,/PR03a_GE10_01/GE04g_01,$.Purchase Invoice.Invoice.(Transaction) Amount.Value,PurInvci.TrnscAmt.Val,,
1137,3,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS04h,/PR03a_GE10_01/BS04h,$.Purchase Invoice.Invoice.(Transaction) Amount.Currency,PurInvci.TrnscAmt.Cur,,
1138,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS04h_01,/PR03a_GE10_01/BS04h_01,$.Purchase Invoice.Invoice.(Transaction) Amount.Currency.Code,PurInvci.TrnscAmt.Cur.Cd,,
1139,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,Business Segment,BS02d,/PR03a_GE10_01/BS02d,$.Purchase Invoice.Invoice.Business Segment,PurInvci.BusSg,,
1140,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,Business Segment,BS02d_01,/PR03a_GE10_01/BS02d/BS02d_01,$.Purchase Invoice.Invoice.Business Segment.Code,PurInvci.BusSg.Cd,,
1141,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,Business Segment,BS02d_03,/PR03a_GE10_01/BS02d/BS02d_03,$.Purchase Invoice.Invoice.Business Segment.Segment Reference Level,PurInvci.BusSg.SgRefLevl,,
1142,2,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Purchase,0,Tax,GE15b,/PR03a_GE10_01/GE15b,$.Purchase Invoice.Invoice.Tax,PurInvci.Tx,,
1143,3,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Purchase,20,(Credit) Ledger Account,BS10c,/PR03a_GE10_01/GE15b/BS10c,$.Purchase Invoice.Invoice.Tax.(Credit) Ledger Account,PurInvci.Tx.CrdtLedgrAcnt,,
1144,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Purchase,20,(Credit) Ledger Account,BS10c_01,/PR03a_GE10_01/GE15b/BS10c_01,$.Purchase Invoice.Invoice.Tax.(Credit) Ledger Account.Account Number,PurInvci.Tx.CrdtLedgrAcnt.AcntNr,,
1145,3,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Purchase,20,(Debit) Ledger Account,BS10d,/PR03a_GE10_01/GE15b/BS10d,$.Purchase Invoice.Invoice.Tax.(Debit) Ledger Account,PurInvci.Tx.DebtLedgrAcnt,,
1146,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Purchase,20,(Debit) Ledger Account,BS10d_01,/PR03a_GE10_01/GE15b/BS10d_01,$.Purchase Invoice.Invoice.Tax.(Debit) Ledger Account.Account Number,PurInvci.Tx.DebtLedgrAcnt.AcntNr,,
1147,3,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Purchase,42,Tax Type,BS21b,/PR03a_GE10_01/GE15b/BS21b,$.Purchase Invoice.Invoice.Tax.Tax Type,PurInvci.Tx.TxTyp,,
1148,4,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Purchase,42,Tax Type,BS21b_01,/PR03a_GE10_01/GE15b/BS21b_01,$.Purchase Invoice.Invoice.Tax.Tax Type.Code,PurInvci.Tx.TxTyp.Cd,,
1149,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Local) Amount,GE04h,/PR03a_GE10_01/GE15b/GE04h,$.Purchase Invoice.Invoice.Tax.(Local) Amount,PurInvci.Tx.LclAmt,,
1150,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Local) Amount,GE04h_01,/PR03a_GE10_01/GE15b/GE04h_01,$.Purchase Invoice.Invoice.Tax.(Local) Amount.Value,PurInvci.Tx.LclAmt.Val,,
1151,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS04i,/PR03a_GE10_01/GE15b/BS04i,$.Purchase Invoice.Invoice.Tax.(Local) Amount.Currency,PurInvci.Tx.LclAmt.Cur,,
1152,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS04i_01,/PR03a_GE10_01/GE15b/BS04i_01,$.Purchase Invoice.Invoice.Tax.(Local) Amount.Currency.Code,PurInvci.Tx.LclAmt.Cur.Cd,,
1153,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Purchase,0,(Transaction) Amount,GE04i,/PR03a_GE10_01/GE15b/GE04i,$.Purchase Invoice.Invoice.Tax.(Transaction) Amount,PurInvci.Tx.TrnscAmt,,
1154,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Purchase,0,(Transaction) Amount,GE04i_01,/PR03a_GE10_01/GE15b/GE04i_01,$.Purchase Invoice.Invoice.Tax.(Transaction) Amount.Value,PurInvci.Tx.TrnscAmt.Val,,
1155,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Purchase,30,Currency,BS04j,/PR03a_GE10_01/GE15b/BS04j,$.Purchase Invoice.Invoice.Tax.(Transaction) Amount.Currency,PurInvci.Tx.TrnscAmt.Cur,,
1156,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Purchase,30,Currency,BS04j_01,/PR03a_GE10_01/GE15b/BS04j_01,$.Purchase Invoice.Invoice.Tax.(Transaction) Amount.Currency.Code,PurInvci.Tx.TrnscAmt.Cur.Cd,,
1157,1,C,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line within an invoice.,Purchase,0,ID,PR04a_GE11_01,/PR04a_GE11_01,$.Purchase Invoice Line.Invoice Line.ID,PurInvoiLninvLn.Id,,
1158,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line within an invoice.,Purchase,0,Invoice Line,PR04b_GE11_01,/PR04a_GE11_01/PR04b_GE11_01,$.Purchase Invoice Line.Invoice Line.ID,PurInvoiLninvLn.Id,,
1159,2,A,,Number,Char,0..1,Char Short,The number for a particular line of an invoice.,Purchase,0,Invoice Line,PR04c_GE11_02,/PR04a_GE11_01/PR04c_GE11_02,$.Purchase Invoice Line.Invoice Line.Number,PurInvoiLninvLn.Nr,,
1160,2,A,,Grouping Code,Char,0..1,Char Long,The code that consolidates related line items within an invoice for batch processing or organizational purposes within an ERP system.,Purchase,0,Invoice Line,PR04d_GE11_03,/PR04a_GE11_01/PR04d_GE11_03,$.Purchase Invoice Line.Invoice Line.Grouping Code,PurInvoiLninvLn.GrpCd,,
1161,2,R,,Inventory Product,,0..1,,"The reference association to the Inventory Product class, which is a class that describes an inventory item with all its essential attributes and tracking details.",Purchase,125,Inventory Product,IV01b,/PR04a_GE11_01/IV01b,$.Purchase Invoice Line.Invoice Line.Inventory Product,PurInvoiLninvLn.InvPrdct,,
1162,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Purchase,125,Inventory Product,IV01b_01,/PR04a_GE11_01/IV01b_01,$.Purchase Invoice Line.Invoice Line.Inventory Product.ID,PurInvoiLninvLn.InvPrdct.Id,,
1163,2,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Purchase,20,(Credit) Ledger Account,BS10e,/PR04a_GE11_01/BS10e,$.Purchase Invoice Line.Invoice Line.(Credit) Ledger Account,PurInvoiLninvLn.CrdtLedgrAcnt,,
