sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element
1184,3,A,,Type Identifier,xbrli:stringItemType,0..1,,"One of the following enumerated list: adjusting, budget, comparative, external-accountant, standard, passed-adjusting, eliminating, proposed, recurring, reclassifying, simulated, tax, other",gl-cor,0,Entry Header,CO06a_08,/CO02a/CO06a/CO06a_08,$.Accounting Entries.Entry Header.Type Identifier,AccntEntrs.EntryHedr.TypIdntf,種別識別子,以下の値のうちのひとつ。\n整理、予算、比較、外部会計士、通常、無視、消去、提案、反復、組替、シミュレーション、税、その他\n[設定値のリスト]\n(adjusting：整理)、(budget：予算)、(comparative：比較)、(external-accountant：外部会計士)、(standard：通常)、(passed-adjusting：無視)、(eliminating：消去)、(proposed：提案)、(recurring：反復)、(reclassifying：組替)、(simulated：シミュレーション)、(tax：税)、(other：その他),gl-cor:entryType
1185,3,A,,Entry Origin,xbrli:stringItemType,0..1,,"Origin of entry: accrual, manual entry, imported entry, exchange gain or loss",gl-cor,0,Entry Header,CO06a_BU06_09,/CO02a/CO06a/CO06a_BU06_09,$.Accounting Entries.Entry Header.Entry Origin,AccntEntrs.EntryHedr.EntryOrgn,仕訳起源,仕訳の起源。発生、手入力、インポート入力、為替換算による損益。,gl-bus:entryOrigin
1186,3,A,,Entry Identifier,xbrli:stringItemType,0..1,,Identifier within source journal,gl-cor,0,Entry Header,CO06a_10,/CO02a/CO06a/CO06a_10,$.Accounting Entries.Entry Header.Entry Identifier,AccntEntrs.EntryHedr.EntryIdntf,仕訳識別子,元仕訳帳中の識別子。,gl-cor:entryNumber
1187,3,A,,Entry Description,xbrli:stringItemType,0..1,,Description of entry described by this entry header (e.g. Opening Balance),gl-cor,0,Entry Header,CO06a_11,/CO02a/CO06a/CO06a_11,$.Accounting Entries.Entry Header.Entry Description,AccntEntrs.EntryHedr.EntryDscr,仕訳説明,このエントリヘッダーによって説明された仕訳の説明(例えば、期首残高)\n,gl-cor:entryComment
1188,3,A,,Entry Qualifier,xbrli:stringItemType,0..1,,"Entry Qualifier - An enumerated field that qualifies the type of entry, specifically useful for general ledger and trial balance environments when it is important to state the values represented are summarized as of the reporting date - opening or closing balances. In accounting systems, this is often known as BBF (balance brought forward.) Permitted values are: standard, balance-brought-forward and other.",gl-cor,0,Entry Header,CO06a_12,/CO02a/CO06a/CO06a_12,$.Accounting Entries.Entry Header.Entry Qualifier,AccntEntrs.EntryHedr.EntryQlfr,仕訳修飾子,仕訳の修飾子。総勘定元帳や試算表で、開始残高や決算残高のように、記された値が報告日で集約されていることを明示することが重要なときに有用な、仕訳の種別を修飾するもの。会計システムにおいて、BBF（繰越残高）として知られるもの。指定可能な値は以下。標準、繰越残高、その他\n[設定値のリスト]\n(standard：標準)、(balance-brought-forward：繰越残高)、(other：その他) ,gl-cor:qualifierEntry
1189,3,A,,Entry Qualifier Description,xbrli:stringItemType,0..1,,Free format description of the entry qualifier,gl-cor,0,Entry Header,CO06a_13,/CO02a/CO06a/CO06a_13,$.Accounting Entries.Entry Header.Entry Qualifier Description,AccntEntrs.EntryHedr.EntryQlfrDscr,仕訳修飾子説明,仕訳の修飾子の説明。,gl-cor:qualifierEntryDescription
1190,3,A,,Posting Code,xbrli:stringItemType,0..1,,"Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.",gl-cor,0,Entry Header,CO06a_BU06_14,/CO02a/CO06a/CO06a_BU06_14,$.Accounting Entries.Entry Header.Posting Code,AccntEntrs.EntryHedr.PstngCd,転記コード,転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。,gl-bus:postingCode
1191,3,A,,Batch ID for Entry Group,xbrli:stringItemType,0..1,,ID for a batch for this group of entries,gl-cor,0,Entry Header,CO06a_BU06_15,/CO02a/CO06a/CO06a_BU06_15,$.Accounting Entries.Entry Header.Batch ID for Entry Group,AccntEntrs.EntryHedr.BatchIdFrEntryGrp,仕訳グループ識別子,この仕訳の集合に付ける、束の識別子。,gl-bus:batchID
1192,3,A,,Batch Description,xbrli:stringItemType,0..1,,Description of this batch,gl-cor,0,Entry Header,CO06a_BU06_16,/CO02a/CO06a/CO06a_BU06_16,$.Accounting Entries.Entry Header.Batch Description,AccntEntrs.EntryHedr.BatchDscr,仕訳グループ説明,この仕訳の束の説明。,gl-bus:batchDescription
1193,3,A,,Number of Entries,xbrli:stringItemType,0..1,,The total number of entries.,gl-cor,0,Entry Header,CO06a_BU06_17,/CO02a/CO06a/CO06a_BU06_17,$.Accounting Entries.Entry Header.Number of Entries,AccntEntrs.EntryHedr.NrOfEntrs,仕訳総数,仕訳の総数。,gl-bus:numberOfEntries
1194,3,A,,Total Debits,xbrli:stringItemType,0..1,,The total of all debit amounts.,gl-cor,0,Entry Header,CO06a_BU06_18,/CO02a/CO06a/CO06a_BU06_18,$.Accounting Entries.Entry Header.Total Debits,AccntEntrs.EntryHedr.TotDebts,借方合計,借方金額の合計値。,gl-bus:totalDebit
1195,3,A,,Total Credits,xbrli:stringItemType,0..1,,The total of all credit amounts.,gl-cor,0,Entry Header,CO06a_BU06_19,/CO02a/CO06a/CO06a_BU06_19,$.Accounting Entries.Entry Header.Total Credits,AccntEntrs.EntryHedr.TotCrdts,貸方合計,貸方金額の合計値。,gl-bus:totalCredit
1196,3,A,,Type of Difference Between Book and Tax,xbrli:stringItemType,0..1,,"Enumerated field with possible values of permanent, temporary or none indicating the type of difference between book and tax accounting methods. Omission of this field is equivalent to ""none""",gl-cor,0,Entry Header,CO06a_20,/CO02a/CO06a/CO06a_20,$.Accounting Entries.Entry Header.Type of Difference Between Book and Tax,AccntEntrs.EntryHedr.TypOfDffrnBetwnBkAndTx,帳簿価税務簿価差異種別,帳簿と税務会計処理方法との差異の種別を示す値。永久か一時的かまたは無し。値の省略時は「無し」と同じ。\n[設定値のリスト]\n(permanent：永久)、(temporary：一時的)、(none：無し),gl-cor:bookTaxDifference
1197,3,A,,Elimination Code,xbrli:stringItemType,0..1,,Informs destination ledger this is an intracompany entry which eliminates in consolidation,gl-cor,0,Entry Header,CO06a_BU06_21,/CO02a/CO06a/CO06a_BU06_21,$.Accounting Entries.Entry Header.Elimination Code,AccntEntrs.EntryHedr.ElmntCd,相殺消去コード,連結決算時に消去される連結会社間仕訳であることを、受取側の元帳に通知する。,gl-bus:eliminationCode
1198,3,A,,Budget Scenario Period Start,xbrli:stringItemType,0..1,,Start of period covered by associated budgetScenario,gl-cor,0,Entry Header,CO06a_BU06_22,/CO02a/CO06a/CO06a_BU06_22,$.Accounting Entries.Entry Header.Budget Scenario Period Start,AccntEntrs.EntryHedr.BdgtScnrPerStrt,予算シナリオ期間開始日付,関係付けられたbudgetScenarioがカバーする期間の開始日。,gl-bus:budgetScenarioPeriodStart
1199,3,A,,Budget Scenario Period End,xbrli:stringItemType,0..1,,End of period covered by associated budgetScenario,gl-cor,0,Entry Header,CO06a_BU06_23,/CO02a/CO06a/CO06a_BU06_23,$.Accounting Entries.Entry Header.Budget Scenario Period End,AccntEntrs.EntryHedr.BdgtScnrPerEnd,予算シナリオ期間終了日付,関係付けられたbudgetScenarioがカバーする期間の終了日。,gl-bus:budgetScenarioPeriodEnd
1200,3,A,,Scenario Description,xbrli:stringItemType,0..1,,Text related to budgetScenario,gl-cor,0,Entry Header,CO06a_BU06_24,/CO02a/CO06a/CO06a_BU06_24,$.Accounting Entries.Entry Header.Scenario Description,AccntEntrs.EntryHedr.ScnrDscr,シナリオ説明,budgetScenarioに関する記述。,gl-bus:budgetScenarioText
1201,3,A,,Scenario Code,xbrli:stringItemType,0..1,,"Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)",gl-cor,0,Entry Header,CO06a_BU06_25,/CO02a/CO06a/CO06a_BU06_25,$.Accounting Entries.Entry Header.Scenario Code,AccntEntrs.EntryHedr.ScnrCd,シナリオコード,予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。,gl-bus:budgetScenario
1202,3,A,,Budget Allocation Code,xbrli:stringItemType,0..1,,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",gl-cor,0,Entry Header,CO06a_BU06_26,/CO02a/CO06a/CO06a_BU06_26,$.Accounting Entries.Entry Header.Budget Allocation Code,AccntEntrs.EntryHedr.BdgtAllocCd,予算配分コード,計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計\n[設定値のリスト]\n(D：期間数での分割)、(T：与えられた期間の合計) ,gl-bus:budgetAllocationCode
1203,3,A,,"ID for Reversing, Standard or Master Entry",xbrli:stringItemType,0..1,,"For standard, reversing, master, cancelling or other entries an ID associated with those entries.",gl-cor,0,Entry Header,CO06a_UK06_27,/CO02a/CO06a/CO06a_UK06_27,"$.Accounting Entries.Entry Header.ID for Reversing, Standard or Master Entry",AccntEntrs.EntryHedr.IdFrRevrsStdOrMastrEntry,反対/通常/マスタ仕訳識別子,通常、反対、マスタ、取消または他の仕訳のための、それらの仕訳を関連付けるID。,gl-usk:reversingStdId
1204,3,A,,Recurring Standard Description,xbrli:stringItemType,0..1,,Description to accompany standard or recurring ID,gl-cor,0,Entry Header,CO06a_UK06_28,/CO02a/CO06a/CO06a_UK06_28,$.Accounting Entries.Entry Header.Recurring Standard Description,AccntEntrs.EntryHedr.RecrrStdDscr,反復通常仕訳説明,通常仕訳または反復仕訳のIDの説明。,gl-usk:recurringStdDescription
1205,3,A,,Frequency Interval,xbrli:stringItemType,0..1,,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the interval.\n",gl-cor,0,Entry Header,CO06a_UK06_29,/CO02a/CO06a/CO06a_UK06_29,$.Accounting Entries.Entry Header.Frequency Interval,AccntEntrs.EntryHedr.FrqncIntrv,頻度間隔,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、intervalを示す。,gl-usk:frequencyInterval
1206,3,A,,Frequency Unit,xbrli:stringItemType,0..1,,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the unit.\n",gl-cor,0,Entry Header,CO06a_UK06_30,/CO02a/CO06a/CO06a_UK06_30,$.Accounting Entries.Entry Header.Frequency Unit,AccntEntrs.EntryHedr.FrqncUnt,頻度単位,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、unitを示す。,gl-usk:frequencyUnit
1207,3,A,,Repetitions Remaining,xbrli:stringItemType,0..1,,Number of times that the recurring entry will repeat,gl-cor,0,Entry Header,CO06a_UK06_31,/CO02a/CO06a/CO06a_UK06_31,$.Accounting Entries.Entry Header.Repetitions Remaining,AccntEntrs.EntryHedr.RepttRmng,反復残回数,反復仕訳の繰り返し予定数。,gl-usk:repetitionsRemaining
1208,3,A,,Next Date Repeat,xbrli:stringItemType,0..1,,Date next repeated or standard posted,gl-cor,0,Entry Header,CO06a_UK06_32,/CO02a/CO06a/CO06a_UK06_32,$.Accounting Entries.Entry Header.Next Date Repeat,AccntEntrs.EntryHedr.NextDtRept,次回反復日付,次回の反復あるいは通常の転記日。,gl-usk:nextDateRepeat
1209,3,A,,Last Date Repeat,xbrli:stringItemType,0..1,,Date last repeated or standard posted,gl-cor,0,Entry Header,CO06a_UK06_33,/CO02a/CO06a/CO06a_UK06_33,$.Accounting Entries.Entry Header.Last Date Repeat,AccntEntrs.EntryHedr.LastDtRept,前回反復日付,前回の反復あるいは通常の転記日。,gl-usk:lastDateRepeat
1210,3,A,,End Date of Repeating Entry,xbrli:stringItemType,0..1,,"For standard or recurring journals, stop date/time for repetitive entry.",gl-cor,0,Entry Header,CO06a_UK06_34,/CO02a/CO06a/CO06a_UK06_34,$.Accounting Entries.Entry Header.End Date of Repeating Entry,AccntEntrs.EntryHedr.EndDtOfReptnEntry,反復仕訳終了日付,通常仕訳または反復仕訳のための、反復入力の終了日付/時刻。,gl-usk:endDateRepeatingEntry
1211,3,A,,Reverse,xbrli:stringItemType,0..1,,Should entry be reversed?,gl-cor,0,Entry Header,CO06a_UK06_35,/CO02a/CO06a/CO06a_UK06_35,$.Accounting Entries.Entry Header.Reverse,AccntEntrs.EntryHedr.Revrs,反対仕訳要否,仕訳が取り消されるべきか。,gl-usk:reverse
1212,3,A,,Reversing Date,xbrli:stringItemType,0..1,,Date this entry should be reversed,gl-cor,0,Entry Header,CO06a_UK06_36,/CO02a/CO06a/CO06a_UK06_36,$.Accounting Entries.Entry Header.Reversing Date,AccntEntrs.EntryHedr.RevrsDt,反対仕訳日付,この仕訳が取り消されるべき日付。,gl-usk:reversingDate
1213,3,A,,Entry Number Counter,xbrli:stringItemType,0..1,,Unique reference for the entry - a numeric counter,gl-cor,0,Entry Header,CO06a_37,/CO02a/CO06a/CO06a_37,$.Accounting Entries.Entry Header.Entry Number Counter,AccntEntrs.EntryHedr.EntryNrCntr,仕訳番号カウンタ,仕訳の一意なリファレンス　　カウンタ,gl-cor:entryNumberCounter
1214,3,C,,Entry Detail,,0..*,,Parent for entry detail,gl-cor,0,Entry Detail,CO05a,/CO02a/CO06a/CO05a,$.Accounting Entries.Entry Header.Entry Detail,AccntEntrs.EntryHedr.EntryDetl,【仕訳明細】,仕訳明細の親タグ。,gl-cor:entryDetail
1215,4,A,,Line Number,xbrli:stringItemType,0..1,,Identifier for a particular entry detail\n,gl-cor,0,Entry Detail,CO05a_01,/CO02a/CO06a/CO05a/CO05a_01,$.Accounting Entries.Entry Header.Entry Detail.Line Number,AccntEntrs.EntryHedr.EntryDetl.LnNr,明細行番号,仕訳明細の識別子。,gl-cor:lineNumber
1216,4,A,,Line Number Counter,xbrli:stringItemType,0..1,,Unique reference for the line - a numeric counter,gl-cor,0,Entry Detail,CO05a_02,/CO02a/CO06a/CO05a/CO05a_02,$.Accounting Entries.Entry Header.Entry Detail.Line Number Counter,AccntEntrs.EntryHedr.EntryDetl.LnNrCntr,明細行番号カウンタ,明細行の一意なリファレンス　　カウンタ,gl-cor:lineNumberCounter
1217,4,A,,Monetary Amount,xbrli:stringItemType,0..1,,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail structure. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",gl-cor,0,Entry Detail,CO05a_04,/CO02a/CO06a/CO05a/CO05a_04,$.Accounting Entries.Entry Header.Entry Detail.Monetary Amount,AccntEntrs.EntryHedr.EntryDetl.MntryAmt,金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。,gl-cor:amount
